x,y
736313.535699833,3497090.65172228
736294.9825926436,3496590.9960586336
736276.4294854542,3496091.3403949873
736257.8763782649,3495591.684731341
736239.3232710755,3495092.0290676947
736220.7701638861,3494592.3734040484
736202.2170566968,3494092.717740402
736183.6639495074,3493593.062076756
736165.110842318,3493093.4064131095
736146.5577351287,3492593.750749463
736128.0046279393,3492094.095085817
736109.45152075,3491594.4394221706
736090.8984135606,3491094.7837585243
736072.3453063712,3490595.128094878
736053.7921991819,3490095.4724312318
736035.2390919925,3489595.8167675855
736016.6859848031,3489096.161103939
735998.1328776138,3488596.505440293
735979.5797704244,3488096.8497766466
735961.026663235,3487597.1941130003
735942.4735560457,3487097.538449354
735923.9204488563,3486597.8827857077
735905.367341667,3486098.2271220614
735886.8142344776,3485598.571458415
735868.2611272882,3485098.915794769
735849.7080200989,3484599.2601311225
735831.1549129095,3484099.6044674763
735812.6018057201,3483599.94880383
735794.0486985308,3483100.2931401837
735775.4955913414,3482600.6374765374
735756.942484152,3482100.981812891
735738.3893769627,3481601.326149245
735719.8362697733,3481101.6704855985
735701.283162584,3480602.014821952
735682.7300553946,3480102.359158306
735664.1769482052,3479602.7034946596
735645.6238410159,3479103.0478310133
735627.0707338265,3478603.392167367
735608.5176266371,3478103.7365037207
735589.9645194478,3477604.0808400745
735571.4114122584,3477104.425176428
735552.858305069,3476604.769512782
735534.3051978797,3476105.1138491356
735515.7520906903,3475605.4581854893
735497.198983501,3475105.802521843
735478.6458763116,3474606.1468581967
735460.0927691222,3474106.4911945504
735441.5396619329,3473606.835530904
735422.9865547435,3473107.179867258
735404.4334475541,3472607.5242036115
735385.8803403648,3472107.8685399652
735367.3272331754,3471608.212876319
735348.774125986,3471108.5572126727
735330.2210187967,3470608.9015490264
735311.6679116073,3470109.24588538
735293.114804418,3469609.590221734
735274.5616972286,3469109.9345580875
735256.0085900392,3468610.278894441
735237.4554828499,3468110.623230795
735218.9023756605,3467610.9675671486
735200.3492684711,3467111.3119035023
735181.7961612818,3466611.656239856
735163.2430540924,3466112.0005762097
735144.689946903,3465612.3449125635
735126.1368397137,3465112.689248917
735107.5837325243,3464613.033585271
735089.0306253349,3464113.3779216246
735070.4775181456,3463613.7222579783
735051.9244109562,3463114.066594332
735033.3713037668,3462614.4109306857
735014.8181965775,3462114.7552670394
734996.2650893881,3461615.099603393
734977.7119821988,3461115.443939747
734959.1588750094,3460615.7882761005
734940.60576782,3460116.1326124542
734922.0526606307,3459616.476948808
734903.4995534413,3459116.8212851617
734884.9464462519,3458617.1656215154
734866.3933390626,3458117.509957869
734847.8402318732,3457617.854294223
734829.2871246838,3457118.1986305765
734810.7340174945,3456618.54296693
734792.1809103051,3456118.887303284
734773.6278031158,3455619.2316396376
734755.0746959264,3455119.5759759913
734736.521588737,3454619.920312345
734717.9684815477,3454120.2646486987
734699.4153743583,3453620.6089850524
734680.8622671689,3453120.953321406
734662.3091599796,3452621.29765776
734643.7560527902,3452121.6419941136
734625.2029456008,3451621.9863304673
734606.6498384115,3451122.330666821
734588.0967312221,3450622.6750031747
734569.5436240328,3450123.0193395284
734550.9905168434,3449623.363675882
734532.437409654,3449123.708012236
734513.8843024647,3448624.0523485895
734495.3311952753,3448124.396684943
734476.7780880859,3447624.741021297
734458.2249808966,3447125.0853576506
734439.6718737072,3446625.4296940044
734421.1187665178,3446125.774030358
734402.5656593285,3445626.118366712
734384.0125521391,3445126.4627030655
734365.4594449498,3444626.807039419
734231.3173511919,3443732.6142317005
734112.3455717702,3443246.974740204
733993.3737923485,3442761.3352487073
733874.4020129269,3442275.6957572107
733755.4302335052,3441790.056265714
733636.4584540835,3441304.4167742175
733517.4866746619,3440818.777282721
733398.5148952402,3440333.1377912243
733279.5431158185,3439847.4982997277
733160.5713363969,3439361.858808231
733041.5995569752,3438876.2193167345
732922.6277775535,3438390.579825238
732803.6559981318,3437904.9403337413
732684.6842187102,3437419.3008422446
732565.7124392885,3436933.661350748
732446.7406598668,3436448.0218592514
732327.7688804452,3435962.382367755
732208.7971010235,3435476.742876258
732089.8253216018,3434991.1033847616
731970.8535421801,3434505.463893265
731851.8817627585,3434019.8244017684
731732.9099833368,3433534.184910272
731613.9382039151,3433048.545418775
731494.9664244935,3432562.9059272786
731375.9946450718,3432077.266435782
731257.0228656501,3431591.6269442854
731138.0510862285,3431105.9874527887
731019.0793068068,3430620.347961292
730900.1075273851,3430134.7084697955
730781.1357479634,3429649.068978299
730662.1639685418,3429163.4294868023
730543.1921891201,3428677.7899953057
730424.2204096984,3428192.150503809
730305.2486302768,3427706.5110123125
730186.2768508551,3427220.871520816
730067.3050714334,3426735.2320293193
729948.3332920118,3426249.5925378227
729829.3615125901,3425763.953046326
729710.3897331684,3425278.3135548295
729591.4179537467,3424792.674063333
729472.4461743251,3424307.0345718362
729353.4743949034,3423821.3950803396
729234.5026154817,3423335.755588843
729115.5308360601,3422850.1160973464
728996.5590566384,3422364.47660585
728877.5872772167,3421878.837114353
728758.615497795,3421393.1976228566
728639.6437183734,3420907.55813136
728520.6719389517,3420421.9186398634
728401.70015953,3419936.279148367
728282.7283801084,3419450.63965687
728163.7566006867,3418965.0001653736
728044.784821265,3418479.360673877
727925.8130418434,3417993.7211823803
727806.8412624217,3417508.0816908837
727687.869483,3417022.442199387
727568.8977035783,3416536.8027078905
727449.9259241567,3416051.163216394
727330.954144735,3415565.5237248973
727211.9823653133,3415079.8842334007
727093.0105858917,3414594.244741904
726974.03880647,3414108.6052504075
726855.0670270483,3413622.965758911
726736.0952476267,3413137.3262674143
726617.123468205,3412651.6867759177
726498.1516887833,3412166.047284421
726379.1799093616,3411680.4077929244
726260.20812994,3411194.768301428
726141.2363505183,3410709.128809931
726022.2645710966,3410223.4893184346
725903.292791675,3409737.849826938
725784.3210122533,3409252.2103354414
725665.3492328316,3408766.570843945
725546.37745341,3408280.931352448
725427.4056739883,3407795.2918609516
725308.4338945666,3407309.652369455
725189.4621151449,3406824.0128779584
725070.4903357233,3406338.3733864618
724951.5185563016,3405852.733894965
724832.5467768799,3405367.0944034685
724713.5749974583,3404881.454911972
724594.6032180366,3404395.8154204753
724475.6314386149,3403910.1759289787
724356.6596591932,3403424.536437482
724237.6878797716,3402938.8969459855
724118.7161003499,3402453.257454489
723999.7443209282,3401967.6179629923
723880.7725415066,3401481.9784714957
723761.8007620849,3400996.338979999
723642.8289826632,3400510.6994885025
723523.8572032416,3400025.059997006
723404.8854238199,3399539.4205055092
723285.9136443982,3399053.7810140126
723166.9418649765,3398568.141522516
723047.9700855549,3398082.5020310194
722928.9983061332,3397596.862539523
722810.0265267115,3397111.223048026
722691.0547472899,3396625.5835565296
722572.0829678682,3396139.944065033
722453.1111884465,3395654.3045735364
722334.1394090249,3395168.66508204
722215.1676296032,3394683.025590543
722096.1958501815,3394197.3860990466
721977.2240707598,3393711.74660755
721858.2522913382,3393226.1071160533
721739.2805119165,3392740.4676245567
721620.3087324948,3392254.82813306
721501.3369530732,3391769.1886415635
721382.3651736515,3391283.549150067
721263.3933942298,3390797.9096585703
721144.4216148081,3390312.2701670737
721025.4498353865,3389826.630675577
720906.4780559648,3389340.9911840805
720787.5062765431,3388855.351692584
720668.5344971215,3388369.7122010873
720549.5627176998,3387884.0727095907
720430.5909382781,3387398.433218094
720311.6191588565,3386912.7937265974
720192.6473794348,3386427.154235101
720073.6756000131,3385941.514743604
719954.7038205914,3385455.8752521076
719835.7320411698,3384970.235760611
719716.7602617481,3384484.5962691144
719597.7884823264,3383998.956777618
719478.8167029048,3383513.317286121
719359.8449234831,3383027.6777946246
719240.8731440614,3382542.038303128
719121.9013646398,3382056.3988116314
719002.9295852181,3381570.7593201348
718883.9578057964,3381085.119828638
718764.9860263747,3380599.4803371415
718646.0142469531,3380113.840845645
718527.0424675314,3379628.2013541483
718408.0706881097,3379142.5618626517
718289.098908688,3378656.922371155
718170.1271292664,3378171.2828796585
718051.1553498447,3377685.643388162
717932.183570423,3377200.0038966653
717813.2117910014,3376714.3644051687
717694.2400115797,3376228.724913672
717575.268232158,3375743.0854221755
717456.2964527364,3375257.445930679
717337.3246733147,3374771.8064391823
717218.352893893,3374286.1669476856
717099.3811144714,3373800.527456189
716980.4093350497,3373314.8879646924
716861.437555628,3372829.248473196
716742.4657762063,3372343.608981699
716623.4939967847,3371857.9694902026
716504.522217363,3371372.329998706
716385.5504379413,3370886.6905072094
716266.5786585197,3370401.051015713
716147.606879098,3369915.411524216
716028.6350996763,3369429.7720327196
715909.6633202547,3368944.132541223
715790.691540833,3368458.4930497264
715671.7197614113,3367972.8535582297
715552.7479819896,3367487.214066733
715433.776202568,3367001.5745752365
715314.8044231463,3366515.93508374
715195.8326437246,3366030.2955922433
715076.860864303,3365544.6561007467
714957.8890848813,3365059.01660925
714838.9173054596,3364573.3771177535
714719.945526038,3364087.737626257
714600.9737466163,3363602.0981347603
714482.0019671946,3363116.4586432637
714363.0301877729,3362630.819151767
714244.0584083513,3362145.1796602705
714125.0866289296,3361659.540168774
714006.1148495079,3361173.9006772772
713887.1430700863,3360688.2611857806
713768.1712906646,3360202.621694284
713649.1995112429,3359716.9822027874
713530.2277318212,3359231.342711291
713411.2559523996,3358745.703219794
713292.2841729779,3358260.0637282976
713173.3123935562,3357774.424236801
713054.3406141346,3357288.7847453044
712935.3688347129,3356803.145253808
712816.3970552912,3356317.505762311
712697.4252758696,3355831.8662708146
712578.4534964479,3355346.226779318
712459.4817170262,3354860.5872878213
712340.5099376045,3354374.9477963247
712221.5381581829,3353889.308304828
712102.5663787612,3353403.6688133315
711983.5945993395,3352918.029321835
711864.6228199179,3352432.3898303383
711745.6510404962,3351946.7503388417
711626.6792610745,3351461.110847345
711507.7074816528,3350975.4713558485
711388.7357022312,3350489.831864352
711269.7639228095,3350004.1923728553
711150.7921433878,3349518.5528813587
711031.8203639662,3349032.913389862
710912.8485845445,3348547.2738983654
710793.8768051228,3348061.634406869
710674.9050257012,3347575.994915372
710555.9332462795,3347090.3554238756
710436.9614668578,3346604.715932379
710317.9896874361,3346119.0764408824
710199.0179080145,3345633.436949386
710080.0461285928,3345147.797457889
709961.0743491711,3344662.1579663926
709842.1025697495,3344176.518474896
709723.1307903278,3343690.8789833994
709604.1590109061,3343205.2394919028
709485.1872314845,3342719.600000406
709366.2154520628,3342233.9605089095
709247.2436726411,3341748.321017413
709128.2718932194,3341262.6815259163
709009.3001137978,3340777.0420344197
708890.3283343761,3340291.402542923
708771.3565549544,3339805.7630514265
708652.3847755328,3339320.12355993
708533.4129961111,3338834.4840684333
708414.4412166894,3338348.8445769367
708295.4694372677,3337863.20508544
708176.4976578461,3337377.5655939435
708057.5258784244,3336891.926102447
707938.5540990027,3336406.2866109503
707819.5823195811,3335920.6471194536
707700.6105401594,3335435.007627957
707581.6387607377,3334949.3681364604
707462.666981316,3334463.728644964
707343.6952018944,3333978.089153467
707224.7234224727,3333492.4496619706
707105.751643051,3333006.810170474
706986.7798636294,3332521.1706789774
706867.8080842077,3332035.531187481
706748.836304786,3331549.891695984
706629.8645253644,3331064.2522044876
706510.8927459427,3330578.612712991
706391.920966521,3330092.9732214944
706272.9491870994,3329607.3337299977
706153.9774076777,3329121.694238501
706035.005628256,3328636.0547470045
705916.0338488343,3328150.415255508
705797.0620694127,3327664.7757640113
705678.090289991,3327179.1362725147
705559.1185105693,3326693.496781018
705440.1467311477,3326207.8572895215
705321.174951726,3325722.217798025
705202.2031723043,3325236.5783065283
705083.2313928826,3324750.9388150317
704964.259613461,3324265.299323535
704845.2878340393,3323779.6598320385
704726.3160546176,3323294.020340542
704607.344275196,3322808.3808490452
704488.3724957743,3322322.7413575486
704369.4007163526,3321837.101866052
704250.428936931,3321351.4623745554
704131.4571575093,3320865.822883059
704012.4853780876,3320380.183391562
703893.513598666,3319894.5439000656
703774.5418192443,3319408.904408569
703655.5700398226,3318923.2649170724
703536.5982604009,3318437.6254255758
703417.6264809793,3317951.985934079
703298.6547015576,3317466.3464425826
703179.6829221359,3316980.706951086
703060.7111427143,3316495.0674595893
702941.7393632926,3316009.4279680927
702822.7675838709,3315523.788476596
702703.7958044492,3315038.1489850995
702584.8240250276,3314552.509493603
702465.8522456059,3314066.8700021063
702346.8804661842,3313581.2305106097
702227.9086867626,3313095.591019113
702108.9369073409,3312609.9515276165
701989.9651279192,3312124.31203612
701870.9933484975,3311638.6725446233
701752.0215690759,3311153.0330531267
701633.0497896542,3310667.39356163
701514.0780102325,3310181.7540701334
701395.1062308109,3309696.114578637
701276.1344513892,3309210.47508714
701157.1626719675,3308724.8355956436
701038.1908925459,3308239.196104147
700919.2191131242,3307753.5566126504
700800.2473337025,3307267.917121154
700681.2755542808,3306782.277629657
700562.3037748592,3306296.6381381606
700443.3319954375,3305810.998646664
700324.3602160158,3305325.3591551674
700205.3884365942,3304839.7196636708
700086.4166571725,3304354.080172174
699967.4448777508,3303868.4406806775
699848.4730983292,3303382.801189181
699729.5013189075,3302897.1616976843
699610.5295394858,3302411.5222061877
699491.5577600641,3301925.882714691
699372.5859806425,3301440.2432231945
699253.6142012208,3300954.603731698
699134.6424217991,3300468.9642402013
699015.6706423775,3299983.3247487047
698896.6988629558,3299497.685257208
698777.7270835341,3299012.0457657115
698658.7553041124,3298526.406274215
698539.7835246908,3298040.7667827182
698420.8117452691,3297555.1272912216
698301.8399658474,3297069.487799725
698182.8681864258,3296583.8483082284
698063.8964070041,3296098.208816732
697944.9246275824,3295612.569325235
697825.9528481608,3295126.9298337386
697706.9810687391,3294641.290342242
697588.0092893174,3294155.6508507454
697469.0375098957,3293670.011359249
697350.0657304741,3293184.371867752
